"offset","length","en","id"
"813670","93","Bitch all you want, you know I'm right! None of you had the stones to do what had to be done.","Jalanglah sesukamu, kamu tahu aku benar! Tak satu pun dari Anda yang mempunyai keberanian untuk melakukan apa yang harus dilakukan."
"813764","239","I really don't know about this guy. He says he's out here looking for his brother, and he's willing to trade his expertise with explosives for a place to stay. But I'm not sure I'm on board with a guy carrying a pack full of pipe bombs ...","Aku benar-benar tidak tahu tentang orang ini. Dia bilang dia di sini mencari saudaranya, dan dia bersedia menukar keahliannya dengan bahan peledak untuk mendapatkan tempat tinggal. Tapi saya tidak yakin saya berada di kapal bersama seorang pria yang membawa sebungkus penuh bom pipa..."
"814004","49","My body is ready. (Advanced Cardio and Fighting.)","Tubuhku sudah siap. (Kardio dan Pertarungan Tingkat Lanjut.)"
"814054","90","When we have freak sightings, we need to be more proactive about dealing with them. - %1$s","Saat kita mengalami penampakan aneh, kita harus lebih proaktif dalam menanganinya. - %1$s"
"814145","14","HOME: Epidemic","RUMAH: Epidemi"
"814160","58","Ain't like I got anything better to do while I'm drinking.","Bukannya aku punya hal lain yang lebih baik untuk dilakukan sambil minum."
"814219","29","ADVICE: Build a Sleeping Area","SARAN: Bangun Area Tidur"
"814249","51","Next time, kill the Juggernaut with a melee weapon.","Lain kali, bunuh Juggernaut dengan senjata jarak dekat."
"814301","114","You did good. I know things were looking pretty bleak to you, but just try and remember, everybody's here for you.","Kamu melakukannya dengan baik. Saya tahu segala sesuatunya tampak suram bagi Anda, tetapi cobalah dan ingat, semua orang ada di sini untuk Anda."
"814416","34","Well that one's got extra padding.","Ya, yang itu punya bantalan ekstra."
"814451","125","If you was so embarrassed about your condition, maybe you shouldn't have been fraternizing with women of low moral character.","Jika Anda begitu malu dengan kondisi Anda, mungkin sebaiknya Anda tidak berteman dengan wanita yang bermoral rendah."
"814577","35","Okay, I'll be here a little longer.","Oke, aku akan berada di sini lebih lama lagi."
"814613","29","That's a whole lotta nothin'.","Itu sama sekali bukan apa-apa."
"814650","70","So stop standing there staring at me and put one through my head, huh?","Jadi berhentilah berdiri di sana menatapku dan masukkan satu ke dalam kepalaku, ya?"
"814721","50","Former car thief on parole, trying to go straight.","Mantan pencuri mobil dengan pembebasan bersyarat, berusaha lurus."
"814772","30","SET UP: Warehouse Machine Shop","PENYIAPAN: Toko Mesin Gudang"
"814803","37","This firearm won't take a suppressor.","Senjata api ini tidak memerlukan penekan."
"814846","23","They'd like to join us.","Mereka ingin bergabung dengan kami."
"814877","18","Hmm. Probably not.","Hmm. Mungkin tidak."
"814896","77","Refills some brass to generate several magazines' worth of 5.56mm ammunition.","Mengisi ulang beberapa kuningan untuk menghasilkan amunisi 5,56 mm senilai beberapa magasin."
"814974","11","Ah, dammit!","Ah, sial!"
"814986","37","I keep hearing it, every few minutes.","Saya terus mendengarnya, setiap beberapa menit."
"815024","10","Andy Pimms","Andy Pimms"
"815035","25","Heavy, reliable, durable.","Berat, andal, tahan lama."
"815061","109","Someone has to do the thankless job of mucking out the latrine. Otherwise, we all risk getting seriously ill.","Seseorang harus melakukan pekerjaan tanpa pamrih dengan membuang jamban. Jika tidak, kita semua berisiko terkena penyakit serius."
"815171","97","She seemed pretty proud of herself afterward, like she'd just committed the crime of the century.","Dia tampak cukup bangga pada dirinya sendiri setelahnya, seolah dia baru saja melakukan kejahatan abad ini."
"815269","23","You're human after all.","Bagaimanapun juga, kamu adalah manusia."
"815293","15","I'm interested.","saya tertarik."
"815317","39","Not sure how much longer I can hang on!","Tidak yakin berapa lama lagi saya bisa bertahan!"
"815357","30","Hunt down a Juggernaut zombie.","Memburu zombie Juggernaut."
"815395","23","Hello? Can you hear me?","Halo? Bisakah kamu mendengarku?"
"815419","37","Those heads were poppin' like melons!","Kepala-kepala itu bermunculan seperti melon!"
"815457","18","This is the place.","Ini tempatnya."
"815476","58","The outbreak condition in Dallas has worsened to CRITICAL.","Kondisi wabah di Dallas semakin memburuk hingga KRITIS."
"815536","57"," All flights from DFW are suspended until further notice."," Semua penerbangan dari DFW ditangguhkan hingga pemberitahuan lebih lanjut."
"815598","32","Created some shotgun ammunition.","Menciptakan beberapa amunisi senapan."
"815631","89","Fuckin' screamers. Ain't so tough without their little zombie buddies around, am I right?","Penjerit sialan. Tidak terlalu sulit tanpa teman zombi kecil mereka, bukan?"
"815721","48","Makes the surrounding area a lot more dangerous.","Membuat daerah sekitarnya menjadi lebih berbahaya."
"815770","36","You give people hope. I admire that.","Anda memberi orang harapan. Saya mengagumi itu."
"815807","28","You let me worry about that.","Anda membiarkan saya khawatir tentang hal itu."
"815836","93","So, do you always do shit that's that dangerous, or was this just a special occasion for you?","Jadi, apakah kamu selalu melakukan hal-hal yang berbahaya, atau ini hanya acara spesial untukmu?"
"815930","41","REFUSE REFUGEE. Leave them to their fate.","MENOLAK PENGUNGSI. Biarkan mereka pada nasibnya."
"815972","32","I'm gettin' fucked up over here!","Aku sedang kacau di sini!"
"816005","81","Hey, I just realized that now I'll probably NEVER get to visit Jurassic Junction.","Hei, saya baru sadar bahwa sekarang saya mungkin TIDAK PERNAH mengunjungi Jurassic Junction."
"816087","21","Ran over 250 zombies.","Menjalankan lebih dari 250 zombie."
"816109","106","Let's start looking, then. What, you didn't think I was just going to let you go out there alone, did you?","Kalau begitu, mari kita mulai mencari. Apa, kamu tidak mengira aku akan membiarkanmu pergi ke sana sendirian, bukan?"
"816216","33","Well, it still sits ugly with me.","Yah, itu masih jelek bagiku."
"816250","15","Self-Sufficient","Mandiri"
"816266","18","Haha. Nicely done.","Haha. Bagus sekali."
"816293","22","LOG: Entering Danforth","LOG: Memasuki Danforth"
"816324","103","One of our loyal listeners just got a visit from the army, and they're being airlifted out as we speak.","Salah satu pendengar setia kami baru saja mendapat kunjungan dari tentara, dan mereka akan diterbangkan saat kami berbicara."
"816428","68","Welcome. I suppose you've heard our broadcasts? Well, it's all true.","Selamat datang. Saya kira Anda pernah mendengar siaran kami? Yah, itu semua benar."
"816497","32","Firecrackers, Alarm Clocks, Etc.","Petasan, Jam Alarm, dll."
"816530","73","If we didn't have a good stash of building materials, we'd be in trouble.","Jika kita tidak mempunyai persediaan bahan bangunan yang cukup, kita akan mendapat masalah."
"816610","44","I'm kinda blown away by how awesome you are.","Aku agak terpesona melihat betapa hebatnya dirimu."
"816655","77","Holy crap, that was loud! Did you guys know that was gonna be so loud? - %1$s","Sial, itu keras sekali! Tahukah kalian kalau suaranya akan sangat keras? - %1$s"
"816733","120","Now I'm sharing a room with four other people, and if I want any privacy, I've got to brave the zombie-infested streets.","Sekarang saya berbagi kamar dengan empat orang lainnya, dan jika saya menginginkan privasi, saya harus berani menghadapi jalanan yang dipenuhi zombie."
"816854","66","Roger that, Black Friday. Hope you got what we need. Highroad out.","Terimalah itu, Black Friday. Semoga Anda mendapatkan apa yang kami butuhkan. Jalan raya keluar."
"816921","56","TIP: Hold [sprint] to ascend or descend a ladder faster.","TIPS: Tahan [sprint] untuk naik atau turun tangga lebih cepat."
"816978","56","I wish I could shoot like you. I've gotta practice more.","Saya berharap saya bisa menembak seperti Anda. Aku harus berlatih lebih banyak."
"817035","85","Couldn't get a lot out of them, but they sounded scared. Might be worth checking out.","Tidak bisa mendapatkan banyak manfaat dari mereka, tapi mereka terdengar ketakutan. Mungkin layak untuk dicoba."
"817121","16","Safe... for now.","Aman... untuk saat ini."
"817138","96","Hey, I appreciate it. Too bad I'm, uh, fresh out of ammo, or I'd totally come with you. Totally.","Hei, aku menghargainya. Sayang sekali aku, uh, kehabisan amunisi, atau aku akan ikut bersamamu. Sama sekali."
"817235","42","Too bad we don't have anybody to staff it.","Sayang sekali kami tidak punya siapa pun untuk mengaturnya."
"817283","18","Defend the Workers","Bela Pekerja"
"817302","30","Everyone got matching tattoos.","Semua orang punya tato yang serasi."
"817333","72","If we don't find more meds, the next sick person may not get any better.","Jika kita tidak menemukan obat lagi, orang sakit berikutnya mungkin tidak akan membaik."
"817406","52","Should do a lot to cut back on the spoilage problem.","Harus berbuat banyak untuk mengurangi masalah pembusukan."
"817459","16","There's a freak.","Ada orang aneh."
"817476","114","Well, antibiotics for dogs aren't any different than antibiotics for people. And it looks like no one's broken in.","Ya, antibiotik untuk anjing tidak ada bedanya dengan antibiotik untuk manusia. Dan sepertinya tidak ada yang mendobrak masuk."
"817591","39","Could we not do this right now? Please?","Bisakah kita tidak melakukan ini sekarang? Silakan?"
"817631","38","Better fighters make better survivors.","Pejuang yang lebih baik akan menghasilkan penyintas yang lebih baik."
"817670","78","Shira Bogatz is on the way to the capital. We weren't able to save her father.","Shira Bogatz sedang dalam perjalanan menuju ibu kota. Kami tidak bisa menyelamatkan ayahnya."
"817749","23","Wait, what's the point?","Tunggu, apa gunanya?"
"817773","34","Might be some good stuff in there.","Mungkin ada beberapa hal bagus di sana."
"817808","31","Is it that hard to put them on?","Apakah sulit untuk memakainya?"
"817840","203","Look, I'm all for sharing freely, but whoever keeps eating my soy cheese could you please stop? I'm lactose intolerant, I can't eat the other kinds. Just a little pretend cheese, that's all I ask! - %1$s","Dengar, aku ingin berbagi dengan bebas, tapi siapa pun yang terus memakan keju kedelaiku, bisakah kamu berhenti? Saya intoleransi laktosa, saya tidak bisa makan jenis lainnya. Hanya sedikit keju palsu, itu saja yang saya minta! - %1$s"
"818044","47","We're about to head out scavenging. Come along?","Kami akan pergi mencari. Ayo?"
"818092","95","They all had the same weird pathology, even though they came from completely different sources.","Mereka semua memiliki patologi aneh yang sama, meskipun berasal dari sumber yang sangat berbeda."
"818188","34","Precisely what the chef requested.","Persis seperti yang diminta koki."
"818223","33","Hey, alright! That's mighty fine!","Hei baiklah! Tidak apa-apa!"
"818265","29","He didn't make it. I'm sorry.","Dia tidak berhasil. Saya minta maaf."
"818295","82","Well, excuse me for being a little stressed out over the end of the fucking world!","Baiklah, maafkan aku karena sedikit stres karena akhir dunia ini!"
"818378","45","Maybe it was an unforeseen interaction with--","Mungkin itu adalah interaksi yang tidak terduga dengan--"
"818450","22","Const. Materials Cache","Konstan. Tembolok Bahan"
"818473","115","You want to learn the ropes, you need on-the-job training or a good trade school. Neither's really around any more.","Anda ingin mempelajari seluk beluknya, Anda memerlukan pelatihan kerja atau sekolah perdagangan yang bagus. Keduanya sudah tidak ada lagi."
"818589","66","Just so you know... we all appreciate what you're doing out there.","Asal tahu saja... kami semua menghargai apa yang Anda lakukan di luar sana."
"818656","30","Alright, let's track 'em down.","Baiklah, mari kita lacak mereka."
"818687","18","Set/Clear Waypoint","Setel/Hapus Titik Jalan"
"818716","28","CQB - Close Quarters Battle.","CQB - Pertempuran Jarak Dekat."
"818745","46","You look like shit. Go home and get some rest!","Kamu terlihat seperti sampah. Pulanglah dan istirahatlah!"
"818792","8","So long.","Begitu lama."
"818801","82","Sets zeds on fire. They don't seem to like it much. This one's made with gasoline.","Membakar zeds. Sepertinya mereka tidak terlalu menyukainya. Yang ini dibuat dengan bensin."
"818884","54","Hey, look. Eli knew it, too, ok? It wasn't your fault.","Hei, lihat. Eli juga mengetahuinya, oke? Itu bukan salahmu."
"818939","21","I'll take my chances.","Saya akan mengambil risiko."
"818961","27","Or not. She's crazy. - %1$s","Atau tidak. Dia gila. - %1$s"
"818989","122","Well, it's too fucking late now, isn't it? Why don't you just hand your rifles over to the zeds, save us all some trouble?","Yah, sekarang sudah terlambat, bukan? Mengapa kamu tidak serahkan saja senapanmu pada zeds, selamatkan kami semua dari masalah?"
"819112","29","JOURNAL: Can we even do this?","JURNAL: Bisakah kita melakukan ini?"
"819142","11","Storyteller","Pendongeng"
"819154","27","Troubled by this situation.","Merasa terganggu dengan situasi ini."
"819182","57","Not all that hard to kill, but they're highly infectious.","Tidak terlalu sulit untuk dibunuh, namun mereka sangat menular."
"819240","23","26 MIL Cpl Dexter Flagg","26 MIL Kopral Dexter Flagg"
"819264","87","It's amazing how much a simple ""thank you"" now and again can smooth things over. - %1$s","Sungguh menakjubkan betapa ucapan ""terima kasih"" yang sederhana sesekali dapat memuluskan segalanya. - %1$s"
"819352","64","Skillful feats like a one-shot multikill provide a big XP boost.","Prestasi terampil seperti multikill satu tembakan memberikan peningkatan XP yang besar."
"819422","21","That could be useful.","Itu bisa bermanfaat."
"819444","9","Julienne!","Julienne!"
"819454","21","Yeah, sure. Let's go.","Ya tentu saja. Ayo pergi."
"819476","81","When I shove somebody, they move. (Class Specializations: Power Push, Power Kick)","Saat saya mendorong seseorang, mereka bergerak. (Spesialisasi Kelas: Power Push, Power Kick)"
"819558","18","Feral Exterminated","Dibasmi Liar"
"819577","31","Worried about community morale.","Khawatir dengan moral masyarakat."
"819609","27","Sure. The more the merrier.","Tentu. Semakin banyak semakin meriah."
"819637","17","Isn't it a virus?","Bukankah itu virus?"
"819655","22","New community members.","Anggota komunitas baru."
"819678","13","Two Left Feet","Dua Kaki Kiri"
"819692","58","Confirmed, sir. No one here matches the ID. Alive or dead.","Dikonfirmasi, Pak. Tidak ada seorang pun di sini yang cocok dengan ID tersebut. Hidup atau mati."
"819751","10","Attractive","Menarik"
"819762","123","Deleting a saved game will destroy all progress in this save slot. The slot will be available for a new game. Are you sure?","Menghapus permainan yang disimpan akan menghancurkan semua kemajuan dalam slot penyimpanan ini. Slot akan tersedia untuk permainan baru. Apa kamu yakin?"
"819886","58","People are getting fed up with canned food and beef jerky.","Masyarakat sudah muak dengan makanan kaleng dan dendeng."
"819945","9","Subtitles","Subtitle"
"819955","36","Okay, come on, let's get back to it.","Oke, ayo, kita kembali ke sana."
"819999","9","Screamers","Penjerit"
"820009","23","Got some supplies here.","Ada beberapa persediaan di sini."
"820033","34","That feral just became our target.","Liar itu baru saja menjadi sasaran kami."
"820068","143","Yeah, okay, I ditched my search buddy. But see, I know this place, not too far from here. Guy had like a hundred grand stuffed into a mattress.","Ya, oke, aku meninggalkan teman pencarianku. Tapi lihatlah, aku tahu tempat ini, tidak terlalu jauh dari sini. Guy memasukkan uang senilai seratus ribu dolar ke dalam kasur."
"820219","88","One of our folks wandered off last night. I think it was cabin fever finally setting in.","Salah satu dari orang-orang kami pergi tadi malam. Saya rasa demam kabin akhirnya terjadi."
"820308","29","That was the last of my food.","Itu adalah makananku yang terakhir."
"820338","36","I'm there. Gonna take a look around.","saya di sana. Akan melihat-lihat."
"820375","40","Zombies. On the other side of the river.","Zombi. Di seberang sungai."
"820416","49","Barefoot in the snow, uphill both ways, etc. etc.","Bertelanjang kaki di salju, menanjak dua arah, dll. dll."
"820466","31","Right. Right, sorry. Stupid....","Benar. Benar, maaf. Bodoh...."
"820498","8","Madeline","Madeline"
"820507","12","Safety First","Keselamatan Pertama"
"820520","21","Watched Cooking Shows","Menonton Acara Memasak"
"820542","17","Watch your right!","Awasi hakmu!"
"820560","87","We have to face facts. Pastor Will has that black fever. He isn't gonna make it. - %1$s","Kita harus menghadapi fakta. Pendeta Will menderita demam hitam. Dia tidak akan berhasil. - %1$s"
"820648","28","Coming up on an infestation.","Akan terjadi infestasi."
"820677","72","Unarmed attacks replaced by a spinning kick that knocks the target down.","Serangan tanpa senjata digantikan dengan tendangan berputar yang menjatuhkan sasaran."
"820750","38","That's too much noise, take your time.","Itu terlalu berisik, luangkan waktumu."
"820789","23","I need you to drive me.","Aku ingin kamu mengantarku."
"820813","12","SET UP: Mess","PENYIAPAN: Kekacauan"
"820826","17","41 CIV Vienna Cho","41 CIV Wina Cho"
"820844","15","FixUp_AltChurch","FixUp_AltChurch"
"820860","27","Builds houses for the poor.","Membangun rumah bagi masyarakat miskin."
"820888","14","Nice takedown.","Penghapusan yang bagus."
"820903","107","So that's it, huh? ""Nice to meet you, would you prefer to be shot in the face or kicked out on your asses?""","Jadi itu saja, ya? “Senang bertemu denganmu, apakah kamu lebih suka ditembak di wajah atau diusir?”"
"821011","19","Assault Rifle: 556S","Senapan Serbu: 556S"
"821031","27","How'd you meet Eli, anyway?","Bagaimana kamu bisa bertemu Eli?"
"821059","52","Goddammit, Will, why'd you have to go do this on me?","Sialan, Will, kenapa kamu harus melakukan ini padaku?"
"821112","50","I know this sucks, but we gotta keep going anyway.","Aku tahu ini menyebalkan, tapi kita tetap harus terus maju."
"821169","126","I'm not surprised. There's so many infestations around here it's a miracle you didn't die when you stepped out the front door.","Saya tidak terkejut. Ada begitu banyak infestasi di sekitar sini, sungguh ajaib Anda tidak mati saat melangkah keluar dari pintu depan."
"821296","29","Sounds like I've got company.","Sepertinya aku punya teman."
"821326","77","[message looping tone] One one lima november nine nine charlie six one tango.","[nada perulangan pesan] Satu satu lima november sembilan sembilan charlie enam satu tango."
"821412","73","If you keep jumping into fights like that, you better learn how to dodge.","Jika Anda terus terlibat perkelahian seperti itu, lebih baik Anda belajar cara menghindar."
"821486","21","How about some help?!","Bagaimana kalau bantuan?!"
"821508","33","A requirement for any Day-Walker.","Sebuah persyaratan untuk setiap Day-Walker."
"821552","105","Maybe you shoulda thought about that before you bought our merchandise! You know what we do to deadbeats?","Mungkin Anda harus memikirkan hal itu sebelum membeli merchandise kami! Anda tahu apa yang kami lakukan terhadap orang yang pecundang?"
"821658","110","%1$s encountered a Juggernaut while out on patrol. They've called in reinforcements to help them take it down.","%1$s bertemu Juggernaut saat sedang berpatroli. Mereka telah memanggil bala bantuan untuk membantu mereka menjatuhkannya."
"821769","40","... just in case you're taking requests.","... kalau-kalau Anda menerima permintaan."
"821810","57","She's just a civilian. We can't expect her to understand.","Dia hanya warga sipil. Kita tidak bisa berharap dia mengerti."
"821868","57","The Workshop and the Medical Lab unlock additional items.","Lokakarya dan Lab Medis membuka item tambahan."
"821926","26","Doc, what's the good word?","Dok, apa kata bagusnya?"
"821953","25","Heads up, big boy coming.","Perhatian, anak besar akan datang."
"821979","29","Better look around some more.","Lebih baik lihat-lihat lagi."
"822009","49","What do you think they'll get out of this sample?","Menurut Anda apa yang akan mereka dapatkan dari sampel ini?"
"822059","24","You mind helping me out?","Anda keberatan membantu saya?"
"822084","19","%1$s made the find.","%1$s berhasil menemukannya."
"822104","12","Ridge Cabins","Kabin Punggung Bukit"
"822117","66","It has an office in Danforth, run by a woman named Michele Martin.","Ia memiliki kantor di Danforth, dijalankan oleh seorang wanita bernama Michele Martin."
"822184","17","Built a facility.","Membangun fasilitas."
"822202","87","Hey folks, that's the second time the army has swept in and rescued one of our callers.","Hai teman-teman, ini kedua kalinya tentara menyerbu dan menyelamatkan salah satu penelepon kami."
"822310","82","I'll see to him. You got what you came for, so just take Doc and get the hell out.","Aku akan menemuinya. Anda sudah mendapatkan apa yang Anda inginkan, jadi bawa saja Doc dan keluarlah."
"822393","114","I've fought my last squabble over a stale heel of bread. If you get the food situation sorted out, call me. - %1$s","Aku telah bertengkar terakhir kali karena roti basi. Jika situasi makananmu sudah beres, hubungi aku. - %1$s"
"822514","19","Assault Rifle: AK47","Senapan Serbu: AK47"
"822534","15","That's a start.","Itu sebuah permulaan."
"822550","111","Look, you're not going to take those documents without me, right? I mean ... I can probably help you read them.","Dengar, kamu tidak akan mengambil dokumen itu tanpa aku, kan? Maksudku... Aku mungkin bisa membantumu membacanya."
"822662","9","Bilingual","Bilingual"
"822679","87","I know things seem bad, but we're going to make it. And you're going to help. Let's go.","Saya tahu segala sesuatunya tampak buruk, tapi kami akan berhasil. Dan Anda akan membantu. Ayo pergi."
"822767","91","Don't rack the slide when there's a shell in the chamber. It makes you look like a jackass.","Jangan memutar slide ketika ada cangkang di dalam ruangan. Itu membuatmu terlihat seperti orang bodoh."
"822859","57","My broadcast. I'm not leaving on any helicopter, soldier.","Siaran saya. Saya tidak akan berangkat dengan helikopter mana pun, prajurit."
"822917","59","If you've got one, attach a suppressor to muffle the sound.","Jika Anda punya, pasang peredam untuk meredam suara."
"822977","117","We're comparing them to our comms transcripts, to see if there's some pattern to what we're being sent. Highroad out.","Kami membandingkannya dengan transkrip komunikasi kami, untuk melihat apakah ada pola pada apa yang dikirimkan kepada kami. Jalan raya keluar."
"823095","31","Destroy a Juggernaut with Melee","Hancurkan Juggernaut dengan Melee"
"823127","21","NEW TRAIT: Depression","SIFAT BARU: Depresi"
"823149","9","Speed Bag","Tas Kecepatan"
"823159","32","Let me think a bit more on this.","Izinkan saya berpikir lebih jauh tentang ini."
"823192","76","I was wondering what you could tell me about that girl at the grange. Becca?","Aku ingin tahu apa yang bisa kauceritakan padaku tentang gadis di grange itu. becca?"
"823269","17","Gotta keep going!","Harus terus berjalan!"
"823287","40","Aging classic from the last days of WWI.","Penuaan klasik dari hari-hari terakhir Perang Dunia I."
"823328","102","Or--and this is totally speculation, here--it could be the known felons who live just outside of town.","Atau--dan ini sepenuhnya spekulasi--bisa jadi itu adalah penjahat terkenal yang tinggal di luar kota."
"823431","8","Izabella","Isabella"
"823440","84","I've run eighty yard touchdowns without even breaking a sweat. (Sports trivia whiz.)","Saya telah berlari sejauh delapan puluh yard tanpa mengeluarkan keringat. (Ahli trivia olahraga.)"
"823525","30","Knows how to cover his tracks.","Tahu cara menutupi jejaknya."
"823556","211","""And I heard a great voice out of the throne saying, ""Behold, the tabernacle of God is with men, and he shall dwell with them, and they shall be his peoples, and God himself shall be with them, and be their God""","Dan aku mendengar suara nyaring dari takhta itu berkata: Lihatlah, Kemah Suci Allah ada bersama manusia, dan Dia akan tinggal bersama mereka, dan mereka akan menjadi umat-Nya, dan Allah sendiri akan menyertai mereka, dan menjadi Allah mereka."
"823768","19","Medical Advisor: %s","Penasihat Medis: %s"
"823788","105","Orders are orders, ma'am. We're not the only people left. Find a group of refugees and make some friends.","Perintah tetaplah perintah, Bu. Kami bukan satu-satunya orang yang tersisa. Temukan sekelompok pengungsi dan dapatkan beberapa teman."
"823899","31","Come with me. I've got an idea.","Ikutlah denganku. Saya punya ide."
"823931","114","%1$s encountered a Bloater while out on patrol. They've called in reinforcements to help them take it down safely.","%1$s menemui Bloater saat sedang berpatroli. Mereka telah memanggil bala bantuan untuk membantu mereka menurunkannya dengan aman."
"824046","29","COMPLETED: Scene of the Crime","SELESAI: TKP"
"824086","36","Regain Vitality by numbing the pain.","Dapatkan kembali Vitalitas dengan mematikan rasa sakit."
"824123","31","Why aren't we better organized?","Mengapa kita tidak terorganisir dengan baik?"
"824161","24","Shotgun: A-Series Mod. 1","Senapan: Mod Seri A. 1"
"824186","38","The warehouse I'm headed to right now?","Gudang yang aku tuju sekarang?"
"824225","235","Vince had to give up on the artillery site without outside support. He had the right idea, though. If we can track down assets like artillery and drones in the field, we can set up outposts there, and access those resources on our own.","Vince harus menyerah di lokasi artileri tanpa dukungan dari luar. Tapi dia punya ide yang tepat. Jika kita dapat melacak aset seperti artileri dan drone di lapangan, kita dapat mendirikan pos terdepan di sana, dan mengakses sumber daya tersebut sendiri."
"824461","21","21 GENERIC Ben Greene","21 GENERIK Ben Greene"
"824483","106","We've gotten reports of a zombie wearing body armor, if you can believe it. Won't be easy to take it down.","Kami mendapat laporan tentang zombie yang mengenakan pelindung tubuh, jika Anda bisa mempercayainya. Tidak akan mudah untuk menjatuhkannya."
"824590","28","You don't miss much, do you?","Anda tidak ketinggalan banyak, bukan?"
"824619","37","Almost screwed the pooch on that one.","Hampir mengacaukan anjing yang satu itu."
"824657","29","Relax, I ain't gonna hit you ","Tenang, aku tidak akan memukulmu "
"824689","15","less I want to.","kurang yang saya inginkan."
"824705","57","A workshop focused on making explosives and incendiaries.","Sebuah lokakarya yang berfokus pada pembuatan bahan peledak dan pembakar."
"824763","76","I don't even know what to say. ""Thank you"" doesn't really cover it, does it?","Aku bahkan tidak tahu harus berkata apa. ""Terima kasih"" tidak cukup untuk menutupinya, bukan?"
"824840","51","Anyone interested in creating a little distraction?","Adakah yang tertarik untuk membuat sedikit gangguan?"
"824892","66","Somebody better get some food, 'cause I AIN'T eatin' no tree bark.","Sebaiknya ada yang mencari makanan, karena aku TIDAK makan kulit pohon."
"824959","82","Refills some brass to generate several magazines' worth of .44-caliber ammunition.","Mengisi ulang beberapa kuningan untuk menghasilkan amunisi kaliber .44 senilai beberapa magasin."
"825042","20","I think we're clear!","Saya pikir kita sudah jelas!"
"825063","20","You sure about that?","Anda yakin tentang itu?"
"825084","29","Follow me, let's take a walk.","Ikuti aku, ayo jalan-jalan."
"825114","24","MISSION: Home Sweet Home","MISI: Rumahku, Rumahku"
"825143","45","Called in a favor from his artillery buddies.","Meminta bantuan dari teman-teman artilerinya."
"825189","15","Breakfast Foods","Makanan Sarapan"
"825205","33","Next stop, Spencer's Mill. - %1$s","Perhentian berikutnya, Pabrik Spencer. - %1$s"
"825239","15","Create a Garden","Buat Taman"
"825255","16","Family Back Home","Keluarga Kembali ke Rumah"
"825272","14","Problem Solved","Masalah Terpecahkan"
"825295","16","Teased in School","Digoda di Sekolah"
"825312","27","2 GENERIC Sally Jo Harrison","2 GENERIK Sally Jo Harrison"
"825340","35","Negative on the relocation for now.","Negatif pada relokasi untuk saat ini."
"825376","112","People used to hide when they saw me coming. You believe that? Grown-ass men and women, hiding from Santa Claus.","Orang-orang biasanya bersembunyi ketika mereka melihat saya datang. Anda percaya itu? Pria dan wanita dewasa, bersembunyi dari Sinterklas."
"825489","76","He'd kill me if he knew I said this, but... I swear I saw tears in his eyes.","Dia akan membunuhku jika dia tahu aku mengatakan ini, tapi... Aku bersumpah aku melihat air mata di matanya."
"825566","17","Kirkman Residence","Kediaman Kirkman"
"825584","17","Veterinary Clinic","Klinik Hewan"
"825602","19","Set Up Machine Shop","Siapkan Toko Mesin"
"825622","86","Lily's brother is in trouble. Maybe if I bail him out it'll earn us some points. -%1$s","Kakak Lily sedang dalam masalah. Mungkin jika aku menyelamatkannya, kita akan mendapat beberapa poin. -%1$s"
"825709","14","Small Backpack","Ransel Kecil"
"825724","48","This isn't the time for a little casual reading.","Ini bukan waktunya untuk membaca santai."
"825773","23","New Radio Option Gained","Opsi Radio Baru Diperoleh"
"825797","38","New facility is coming on line, ma'am.","Fasilitas baru akan segera tersedia, Bu."
"825842","28","Well, there's a lucky break.","Ya, ada keberuntungan."
"825871","31","Fled from a horde. Now missing.","Melarikan diri dari gerombolan. Sekarang hilang."
"825903","92","My own kids left home years ago, and I guess now I think of everyone in town as my children.","Anak-anak saya sendiri meninggalkan rumah bertahun-tahun yang lalu, dan saya rasa sekarang saya menganggap semua orang di kota ini sebagai anak-anak saya."
"825996","14","Military Stash","Simpanan Militer"
"826011","90","Yeah, and if we gotta deal with any zombie trout, you'll be the first motherfucker I call.","Ya, dan jika kita harus berurusan dengan ikan trout zombie, kau akan menjadi bajingan pertama yang kutelepon."
"826102","41","Requesting artillery support, on my mark.","Meminta dukungan artileri, menurutku."
"826144","23","Gotta go, gotta go now!","Harus pergi, harus pergi sekarang!"
"826168","9","Eat this!","Makan ini!"
"826178","101","Let this be a lesson to those Wilkerson boys and anyone else who would prey on their fellow survivors","Biarlah ini menjadi pelajaran bagi anak-anak Wilkerson dan siapa pun yang akan memangsa rekan-rekan mereka yang selamat"
"826280","8","DECISION","KEPUTUSAN"
"826289","27","Noobsauce. Total noobsauce.","saus noob. Benar-benar tidak berguna."
"826324","48","Civilians are getting restless. I don't like it.","Warga sipil semakin gelisah. Saya tidak menyukainya."
"826373","70","Didn't murder unarmed civilians. That doesn't exactly make him a hero.","Tidak membunuh warga sipil tak bersenjata. Itu tidak membuatnya menjadi pahlawan."
"826444","57","Brew some coffee, to keep our scavengers awake and alert.","Seduhlah kopi, agar para pemulung kita tetap terjaga dan waspada."
"826502","79","Posit one one lima november nine nine echo six one november. [message end tone]","Poskan satu satu lima november sembilan sembilan gema enam satu november. [nada akhir pesan]"
