"offset","length","text"
"952247","17","Watch your right."
"952271","37","Army personnel, this is Black Friday."
"952309","32","Thanks for being honest, though."
"952342","27","MISSION: Friendly Survivors"
"952378","33","Just prepping dinner for tonight."
"952412","11","Not really."
"952424","21","Screamer, it's close."
"952446","38","Looks like a good spot for an outpost."
"952485","36","Umm... we might have a problem here."
"952529","26","Prepare the RV (Home Menu)"
"952556","17","What do you want?"
"952581","28","Best Playthrough (Breakdown)"
"952626","73","Hey... I'm young, quick, and I got a big-ass wrench. What could go wrong?"
"952700","21","COMMUNITY: Chill Pill"
"952722","90","You're a big reason we're not dead already. Any chance of us joining your group full-time?"
"952813","11","This is it."
"952825","52","PERSONAL SKILL. I made you this friendship bracelet!"
"952878","14","FOOD DELIVERED"
"952893","124","The pilot dropped off a stack of construction materials that he scavenged from HQ. Should help us hold out for a bit longer."
"953018","12","Here we are."
"953031","22","Be careful, all right?"
"953054","13","Power's back!"
"953070","14","I'm outta gas!"
"953085","21","I got these assholes!"
"953107","14","Drive Sam Home"
"953122","107","Eldridge may have been rude, crude, and kind of a jerkface, but I'm still gonna miss him. G'bye, Sasquatch."
"953237","105","I'm really starting to worry about %1$s. Nobody can get them to come out, or even talk to anybody. - %2$s"
"953343","48","That's a lot of money for a county commissioner."
"953392","9","Oh, shit."
"953402","18","Out of ammo, fuck!"
"953421","24","KILLED: Dr. Timothy Hall"
"953446","43","You're really here? I was about to give up."
"953490","50","Owner of a funky art gallery just outside of town."
"953541","48","There's some trouble we might want to look into."
"953590","11","%s Spotted!"
"953602","46","So I'm guessing Eli's brothers didn't approve?"
"953649","30","Do you still have any samples?"
"953680","36","Aw Jesus, fat zombies are the worst."
"953717","64","We've got a ton of notes over here, and no one who can use them."
"953782","24","MISSION: Quentin Barnes?"
"953807","46","We've found some troops in need of assistance."
"953854","14","The Vet Clinic"
"953869","33","Allergies. Un-goddamn-believable."
"953903","115","Spent hours blowing into a brass instrument every day ... possibly at the expense of a social life. (Bonus Stamina)"
"954026","35","You ready to see some serious shit?"
"954062","29","TIP: Hold [sprint] to sprint."
"954092","27","Importing Xbox 360 Save ..."
"954120","19","Rifle: 983 Squirrel"
"954140","28","How'd you get to be so cool?"
"954169","15","Computer Skills"
"954185","64","You want me to sit around and rot like the rest of these pogues?"
"954250","18","How'd you find me?"
"954269","30","Trait Discovered: Private Life"
"954300","26","We're having a bad season."
"954327","10","Creuzfeldt"
"954338","47","All right, survivors, we have our first caller!"
"954386","86","Nah, that's it. Just wanted to get you out of your shell. Get some perspective, maybe."
"954473","14","Church Kitchen"
"954488","26","Car's dropped off for you."
"954515","28","That's a fucking juggernaut!"
"954544","15","Damn, I'm good."
"954560","8","Delacruz"
"954569","17","Probably not, no."
"954594","8","UNLOCKED"
"954603","37","Probably a couple screamers in there."
"954641","138","Maybe before you start yelling at somebody, you should think about how you need those folks to back you up next time the zeds roll around."
"954780","26","We're making a difference."
"954807","30","Shit... I'm freaking out here!"
"954838","59","We have unconfirmed reports of a bloater not far from here."
"954906","46","Short pump, not legal. Don't try this at home."
"954953","70","Is anybody out there? This is Becca at the grange--we're under attack!"
"955024","51","Roger that, Black Friday. Better than we hoped for."
"955076","29","Survivor Activity Discovered!"
"955106","18","Safely in the air."
"955125","22","NEW ZOMBIE TYPE: Feral"
"955152","139","Yeah. About a year ago, I go to take some trash out after the dinner shift, and there's this dog in the alley behind the restaurant, right?"
"955292","50","Reminds me of camping with my Uncle John as a kid."
"955343","16","I'm out of here."
"955360","16","We're loaded up."
"955392","8","Schuster"
"955401","20","Hit it, my position!"
"955422","55","Hurts like hell. Think I twisted my ankle or something."
"955483","56","It'll keep your shots from drawing every zombie in town."
"955540","9","Patterson"
"955550","93","When you've unlocked a new Hero, look on your Map for a new Escort Mission to find that Hero."
"955644","54","Where the hell do these big bastards keep coming from?"
"955699","90","Be sure you're carrying a fire-based weapon. That is the only way to succeed at this hunt."
"955790","12","Cracked Pipe"
"955807","11","Here we go."
"955819","26","Provides research options."
"955846","13","This'll work."
"955860","102","Yeah, and I'm sure Romulus' followers felt the same way, but we all know what happened to the Sabines."
"955963","86","I owe you one. Let me know if you or your people need any Medical Advice. - Doc Hanson"
"956050","27","Increased XP from shooting."
"956078","24","MISSION: Unwelcome Guest"
"956103","69","You keep shooting like that, there's gonna be a hundred zombies here."
"956173","11","The Captain"
"956192","23","Break its goddamn head!"
"956216","97","TIP: Press [ul_journal_menu] to open your journal and view inventory, skills, and community info."
"956314","93","Ain't so bad working for the Wilkersons. Well, so long as you don't get on Mickey's bad side."
"956408","38","So how about we check this place next?"
"956447","25","Let's kill these fuckers."
"956473","26","ATTITUDE: Moral Objections"
"956500","9","Neighbors"
"956510","71","All y'all okay for now? Good. I'm gonna go pass out for a little while."
"956582","41","Well, fuck me. Nice knowin' you, I guess."
"956624","31","Oooh, brainwave! Check this out"
"956656","62","This place is full of zeds, and we need help clearing 'em out."
"956719","43","I'll find an elevated position for sniping."
"956763","67","Be thou faithful unto death, and I will give thee a crown of life."""
"956831","15","Nothing to see."
"956855","35","How many of these things are there?"
"956891","17","MISSION: The Wall"
"956909","20","Too close that time."
"956930","109","This time, we're getting up close and personal. Bring a good blade with you. None of that golf club bullshit."
"957040","38","FOOD RESOURCE. It looks edible enough."
"957079","66","We have an urgent request for backup. I'm sending the coordinates."
"957146","124","I mean, signal reception's always been bad here, we're basically in a giant bowl, but we should have heard something by now."
"957271","78","Deep knee bends are not my friend. Shallow ones either. (Crouching is tiring.)"
"957350","25","Finally something I need."
"957376","29","Trade Opportunity (Materials)"
"957406","19","We got zeds in tow."
"957426","71","Hey hey hey. Look, if you want this stuff you need to keep them off us."
"957498","47","Shit. Zombies heard the car, better move quick."
"957546","45","Damn, you come out of that without a scratch?"
"957592","79","Right now, we need to clean out this office. Can you help us find what we need?"
"957672","29","Danforth isn't lost yet, sir."
"957702","19","STRANGER IN TROUBLE"
"957722","67","Okay, I'm getting started. Keep the zombies off my back if you can."
"957790","8","Mcginnis"
"957799","11","Aim / Scout"
"957811","45","Well, then I guess I didn't see you out here."
"957857","57","The group's too small for anybody to be high-maintenance."
"957915","17","Hostiles inbound!"
"957933","21","8 MIL Cpl B.W. Wilson"
"957955","48","You're more accurate when you're standing still."
"958004","11","Field Medic"
"958016","85","Nobody was dying of a disease. These were accident victims, homicides, heart attacks."
"958106","25","Just about halfway there."
"958132","24","Let's not tell Eldridge."
"958157","61","This place is full of zeds, and we need help clearing it out."
"958219","22","Michele Martin is safe"
"958249","18","Research Biodiesel"
"958268","22","Construction Materials"
"958291","62","It might be a good idea if you trained some of the rest of us."
"958354","22","I found a food supply."
"958377","17","Playthrough Score"
"958400","11","Never mind."
"958412","20","Create a New Profile"
"958433","13","Pile of Scrap"
"958447","10","Rusty Pipe"
"958458","46","I hear Ray's got you doing favors for him now."
"958505","19","133 HERO Andy Pimms"
"958525","10","Mmmm-hmmm."
"958536","51","Running one over might not be the best idea either."
"958588","78","I kept telling her, ""Ma, it's Marshall, not Detroit,"" but she wouldn't listen."
"958667","44","You cannot switch to someone who is INJURED."
"958712","26","Shit! We lost a barricade!"
"958739","24","EXPIRED: Ally in Trouble"
"958764","17","THREAT LEVEL HIGH"
"958782","77","Posit one one lima november nine nine india six one oscar. [message end tone]"
"958860","60","Y'know, some of us are actually trying here. You wanna help?"
"958921","12","Got you now!"
"958934","32","You already own everything here!"
"958967","58","DELAY. Hopefully nothing bad will happen while you decide."
"959026","18","Time to move, now!"
"959045","95","I've been better. Haven't been able to take my meds for a while. The weakness is getting worse."
"959141","33","They were fine just a minute ago!"
"959175","62","So wait. We saved somebody's life, and now we're the bad guys?"
"959238","15","Steel Pipe Bomb"
"959260","81","Damned if the boys weren't gonna win the pennant this year. (Sports trivia whiz.)"
"959342","91","Really? So then what happened between us? Was that real, or were you just having a relapse?"
"959434","61","It's not like we have enough fuel to be wasting it like that!"
"959496","18","Check six, people!"
"959515","38","Heads up the church in Spencer's Mill."
"959554","21","Toss out the gas can!"
"959576","9","6 seconds"
"959586","35","Let's clear some zeds and find out."
"959622","64","Helped %3$s on a supply run. Provided a safe escort home. - %1$s"
"959687","59","Used to just be a hobby. But out here? Could come in handy."
"959747","12","You trading?"
"959760","11","Pistol: M11"
"959772","31","Advice: Establish More Outposts"
"959804","27","No. It makes perfect sense."
"959832","13","%1$dd; %2$dhr"
"959846","65","I think Dad would have liked that. Come on, we better get moving."
"959912","49","It's too late to run. We have to stand and fight."
"959962","78","Hey. Thanks, by the way. You laid it on the line for us. We won't forget that."
"960041","15","Old Head Trauma"
"960057","11","The Scholar"
"960069","28","We could use some help here!"
"960098","37","l think we got this one well in hand."
"960136","24","Book on Home Improvement"
"960161","62","Roger that. Maybe one thing will go right today. Doghouse out."
"960224","62","We can't last out here by ourselves. Could we join your group?"
"960287","45","Well. We just sort of stayed here after that."
"960333","30","I don't want to talk about it."
"960372","20","Got 'em! We're good."
"960393","41","Shit. We got an infestation to deal with."
"960435","27","What, you looking for food?"
"960463","32","Get clear! I got these assholes."
"960496","10","Good work."
"960512","38","Yeah, I think I can make it from here."
"960551","31","We're done. Good luck out here."
"960583","87","Spotted a Feral on its way toward us and took it out before it became a threat. - %1$s."
"960679","11","Opportunity"
"960691","17","Time for a break!"
"960714","16","Hell of a fight."
"960731","23","SMG: G 18 (Compensated)"
"960763","11","Food Supply"
"960775","150","We depend on our comms to maintain contact with the brass, and with each other. We can also use them to reach out to other units stranded in the city."
"960926","162","%1$s is gone. Nobody seems to know where or why. Guess the fear finally got to 'em. At least it doesn't look like they swiped too much food on the way out. - %2$s"
"961089","20","Need Good Researcher"
"961110","76","All this medicine just expired. Any of you people check the expiration date?"
"961187","16","Traded supplies."
"961204","31","Don't you let 'em bust through!"
"961236","41","Invited a community member to follow you."
"961278","86","Well, the freak's dead, but sounds like %1$s bit off more than they could chew. - %2$s"
"961365","8","Unhappy."
"961374","34","There's a zombie horde in the way."
"961409","45","Man, that freak is beyond just being a freak."
"961455","17","Car's on its way."
"961473","21","SET UP: Alamo Kitchen"
"961495","66","Nobody minds if you're getting shit done and you need extra stuff."
"961568","16","Spotted a freak."
"961585","28","Sounds like we're all quiet."
"961614","152","Try to keep out of their line of sight. Zeds'll come check out just about anything louder than a solid smack on the head, but their eyesight's for shit."
"961767","8","Activate"
"961776","15","Hunt a Screamer"
"961792","24","45 GENERIC Eddie Francis"
"961817","72","So what? Can't we just tear them down like the barricades on the bridge?"
"961890","98","I'm starting to think they're more dangerous than the zombies. We're better off on our own, right?"
"961993","42","Shouldn't we be out there doing something?"
"962036","24","Where are you taking me?"
"962061","33","You won't regret this, I promise."
"962095","30","You are now friends with %1$s."
"962126","84","Hey, I have some supplies lying around that might be useful. I assume you want them?"
"962211","10","Oh my god!"
"962222","31","We need some thunder down here."
"962254","32","Feels like a goddamn earthquake!"
"962287","66","START MISSION. Get a quick tour and earn a little Trust with Lily."
"962354","33","Now, which of these do I want...?"
"962388","121","It's not time you should be worried about. Searching around for some girl with a wounded man in tow? Sounds like suicide."
"962510","11","He said no."
"962522","18","I'm fine, alright?"
"962541","137","Hmm... I dunno. Could be the old lady that volunteers at the cat rescue. Or, ooh, the Meals on Wheels guy! He's got a van and everything!"
"962679","20","Hey, how's it going?"
"962700","120","A lot of time and money went in to restoring and customizing this old classic. Room for two in front and two in the bed."
"962821","72","The other inmates used to come to me for all their work. (Tattoo Artist)"
"962894","68","Okay, no celebrating. Catch your breath, then get back to the fight."
"962963","103","That's what I thought. It's just a simple radio receiver. Give me a couple minutes, and it'll be toast."
"963067","152","Powerful round used the world over, includes the entirety of the thirty caliber family of rifle ammunition. Used by battle rifles and long range rifles."
"963220","409","Zombie kills, feats of fighting skill, completed missions, Home upgrades, and a range of other accomplishments all contribute to the Score that you earn at the end of a Breakdown scenario. Whenever you leave the map (or die), your Score will be displayed, and that same Score will be tracked and recorded on the Breakdown leaderboards. Playing at a higher difficulty has a major positive impact on your Score."
"963630","98","Vienna Cho, radio host, civilian advocate, vocal critic of the military ... bomb disarming expert?"
"963729","40","So, what? We need to tear it down? What?"
"963770","210","We waited too long to make contact with Michele Martin and the HFF. Our scouts report that the building is cleaned out. Looks like someone got out of there in a hurry, burning any documents they couldn't carry."
"963981","130","Meanwhile, enjoy your view of scenic Spencer's Mill, renowned for having the friendliest, flesh-eatingest residents in the valley."
"964112","34","What was he even doing down there?"
"964147","13","Zombie Horde."
"964161","34","I got a feeling we ain't done yet."
"964196","117","Enthusiastically modified with cheap aftermarket parts. Good top end once it gets going. Seats four high school kids."
"964314","33","I know the way. Just stick close."
"964348","13","LOSING HEARTS"
"964362","73","If anybody's in the neighborhood, can you please go get my idiot brother?"
"964436","65","DECLINE MISSION. They might have something else for you tomorrow."
"964502","16","Believes in you."
"964519","70","All right. I'll let everybody know. You watch yourself out there, too."
"964590","22","Watch the right flank."
"964613","38","I'm glad you were able to help me out."
"964652","45","Whenever you're ready, we can try that again."
"964698","103","Keep clear of the DZ for now. We don't know if this is a supply drop, or something more ... aggressive."
"964802","17","Going in on foot."
"964820","47","Great rugged sport utility vehicle. Seats four."
"964868","27","Just gotta keep doing this."
"964903","23"," That's a zombie horde."
"964927","25","Shotgun: 870 Aggressor AD"
"964953","31","Thanks, we've got it from here."
"964985","20","Let's check in here."
"965006","59","Well... this is my stop. I appreciate you looking after me."
"965066","105","Shore up your position, soldier! Long as you don't fuck it up any worse, we can keep you supplied by air."
"965172","85","I intercepted and destroyed an incoming horde before it could do much damage. - %1$s."
"965258","24","So, what, we're trapped?"
"965290","34","Tell Quentin everything you heard."
"965325","82","We've received a generous package of Army-issue ammunition and explosive ordnance."
"965408","58","Some new survivors have thrown their lot in with us. -%1$s"
"965467","12","Sounds good."
"965480","34","They fucked with the wrong person."
"965515","49","START MISSION. Destroy a few zeds and chat a bit."
"965565","74","[message looping tone] One one lima november nine nine bravo six one papa."
"965647","33","I think I'll check this out next."
"965681","8","Harrison"
"965690","17","That's all I ask."
"965708","118","Maintains medic training by providing medication to the clients at a retirement home. Works at the hospital part-time."
"965827","106","Married right out of high school, accomplishing step seven in his nineteen-step plan for lifetime success."
"965934","66","Well, then, I guess we better go find some pills for you two, huh?"
"966001","38","Not gonna be able to do this in a car."
"966040","16","Everything okay?"
"966057","8","Kimberly"
"966066","28","Delivered to the Wilkersons."
"966095","58","Seems like they're done causing trouble for the day. -%1$s"
"966154","41","Okay, I'm ready. Man, this is gonna hurt."
"966196","68","This place is starting to fall apart. We really need more materials."
"966265","18","Our defenses okay?"
"966284","74","A military and police oriented version of the F45, match barrel and optic."
"966359","27","Man, this is gonna suck...."
"966394","22","Investigate the Signal"
"966420","28","YOU ARE NO LONGER ENCUMBERED"
"966449","76","Black Friday, we have a location on that supply drop. Sending it to you now."
"966526","42","%1$s has fallen into an actual depression."
"966569","72","Major, we had two more men with us. They went out looking for a vehicle."
"966642","43","We got another one of them big 'uns comin'!"
"966686","18","ZOMBIE INFESTATION"
"966705","15","Has a new home."
"966721","49","MEDICINE RESOURCE. Most of this stuff is illegal."
"966771","18","Brought %3$s home."
"966790","84","[message looping tone] One one tango lima november nine nine foxtrot six one quebec."
"966875","47","Get on the RV and leave the valley in our dust."
"966923","57","Come on, up you get. We need to get you out of this funk."
"966981","17","Manufacture Items"
"966999","40","Can she help us with her husband's work?"
"967040","23","%d Infestations Cleared"
"967072","87","You folks seem to know what you're doing. Mind takin' us in so we could learn from you?"
"967160","13","Search For %s"
"967174","55","Build up your Cardio the old fashioned way: run. A lot."
"967230","13","Camera / Zoom"
"967244","40","We might need an extra hand on this one."
"967285","69","If you're still alive, then you're in my prayers. Get out if you can."
"967355","20","DANGER: Infestations"
"967376","150","See, that's good old-fashioned craftsmanship right there. None of that particle board, pine-veneer Swedish crap you put together with an allen wrench."
"967527","93","Just... Look, when the time comes, make it quick, okay? One in the head. Don't let me suffer."
"967621","70","These opportunities are only available if we have a strong reputation."
"967692","25","Knock down burning stuff."
"967718","22","Should be on your map."
"967741","40","Why don't people like me as much as you?"
"967782","31","We've got zeds at nine o'clock."
"967814","96","We can track it down or find another way, but it'd be faster if you did a little scavenger hunt."
"967911","52","But you poke them once in the brain and SPLAT! Dead."
"967964","76","%1$s isn't originally from our unit, but they're ready and willing to fight."
"968041","53","Roger that. We have a helo en route to your position."
"968095","79","TIP: Press [xi_dpad_up] (D-pad) and then [xi_shoulderl] to view your HOME BASE."
"968175","53","I'm not playing errand boy for the Wilkersons. - %1$s"
"968229","75","Hey, careful with the moaning. We've got itchy trigger fingers around here."
"968305","39","I don't think this place is big enough."
"968345","52","Lily, how much time have I got to take care of this?"
"968406","34","The zeds are inside the west gate!"
"968441","65","You're a lifesaver, Ray. Uhh, what did we agree on for the price?"
"968507","20","Not looking so good."
"968528","63","Even in defeat, we can fight back. %1$s understood that. - %2$s"
"968592","42","We can't get discouraged by every setback."
"968635","20","Vehicle Ops Breached"
"968656","73","I encountered a new group of survivors. So far they seem friendly. - %1$s"
"968730","20","Stay strong, people!"
"968751","35","Sorry, can't really talk right now."
"968793","10","Yes ma'am!"
"968804","64","We've lost too many to this godforsaken operation. Highroad out."
"968869","19","Requires POWER TIE."
"968889","10","Daydreamer"
"968900","18","Breakdown Level 4."
"968919","77","Right. Because normally gun-running moonshiners are such upstanding citizens?"
"968997","18","Alright, found it."
"969016","71","I think I'm gettin' the short end of the stick here, but what the fuck."
"969088","54","MATERIALS RESOURCE. Commercial construction materials."
"969143","25","Sweet movie prop replica."
"969169","22","61 GENERIC Larry Roach"
"969192","17","Rescue Dan Bogatz"
"969210","17","ATTITUDE: Helpful"
"969242","77","[message looping tone] One one lima november nine nine juliett six one oscar."
"969320","61","Hey, you're here! Let me grab what I can, and we'll head out."
"969382","27","Trait Discovered: Body Dump"
"969410","21","Overachieving Student"
"969432","8","Robinson"
"969448","101","I mean, plasma TVs and sports cars I get--some people are just dumbasses and think ""hey, free stuff."""
"969550","11","Follow Lily"
"969562","68","They're loaded down pretty good, though; an escort would be helpful."
"969631","28","Glad that gun's on our side."
"969667","15","We're too late."
"969691","41","Listeners, you know I'm not one to judge."
"969745","24","Here comes the judge...."
"969770","60","Always wanted to quit her job, but definitely not like this."
"969831","47","God, my first place was a shithole. I loved it."
"969879","28","23 GENERIC Virginia Dalhgren"
"969908","90","Hey, I appreciate it. Too bad I'm, uh, out of ammo, or I'd totally come with you. Totally."
"969999","45","It's been a pleasure doing business with you."
"970045","16","Funeral Director"
"970062","71","We could put just about anything here as long as we put a tent over it."
"970142","29","Need to harden this position."
"970179","27","Stay sharp, we got a feral!"
"970214","19","Here come the zeds."
"970234","32","Okay, care to elaborate on that?"
"970267","43","Let's clear these bastards out. You coming?"
"970311","40","Like hell. You know what you have to do."
"970352","30","NOTE: I Still Can't Believe It"
"970383","26","Increased Outpost Capacity"
"970410","13","Training Mats"
"970424","22","I can't go on on foot."
"970447","41","Can you help us clear out an infestation?"
"970495","72","They seem to like noise. They'll come check out anything loud they hear."
"970568","38","Helps firefighters gain some leverage."
"970613","107","Not only does it help everybody, it's got to be easier than hoping we get lucky with our scavenging, right?"
"970721","27","Okay, you two, break it up."
"970749","23","Time to check this out."
"970773","75","No can do, ma'am. We're shorthanded enough without leaving soldiers to die."
"970849","18","ATTITUDE: Pathetic"
"970868","100","Whenever there is a job to do, you can absolutely rely on me to be somewhere else. (Reduced Stamina)"
"970969","18","Supplies are here."
"970988","42","Oh, don't worry 'bout me, I got this shit!"
"971031","34","Let's make sure everyone is armed!"
"971066","56","You're a lifesaver. I did not want to go back out there."
"971123","41","You really ought to pop some painkillers."
"971173","57","Okay, head on in. I've got more business to take care of."
"971231","37","I think the stress is getting to him."
"971276","66","Some folks could use a few pointers on how to kick zed butt. -%2$s"
"971343","22","COMPLETED: Tanner Lake"
"971366","70","Yeah, we got the baddest motherfuckers in the whole valley right here!"
"971437","182","About as big-hearted and generous as they come. If it were up to him, he'd hand out all the food in the store to anybody who needed it; that's just what people do in a crisis, right?"
"971620","57","One one tango mike papa two five charlie zero five romeo."
"971678","73","Shit, she said she was a dental hygienist. Who makes that up as a career?"
"971752","20","Need a tools expert."
"971780","55","So... we've got a visitor. One of Job Wilkerson's guys."
"971836","28","40 GENERIC Becky Silverstone"
"971865","35","Provides new item creation options."
"971901","42","Max out a community member's Cardio skill."
"971944","88","A high fever and a lot of pus resulting from a zombie bite. (Health and Stamina penalty)"
"972033","119","Look ... I'm not ... my ex-wife, she's still in the city. She's a medical doctor. You save her, she'll save a lot more."
"972167","13","ProgressScore"
"972181","117","They were always having trouble maintaining their defenses. I guess when the hordes came they couldn't hold them off."
"972305","21","KILLED: Madison Grant"
"972327","18","Ready to move out."
"972346","22","Brockfully in the air."
"972369","88","Anything else is a waste of time. I can lock onto a zombie's head from farther away now."
"972458","37","None, this is a separate opportunity."
"972496","17","Pistol: Mi.Le .45"
"972514","36","Good news--we're not alone out here."
"972551","129","Space on the RV is limited. I need to talk to everybody, and decide who's coming and who's staying behind. (NEW DIALOGUE OPTIONS)"
"972681","19","Sanitary Facilities"
"972707","12","Find Quentin"
"972723","44","I could sure use a pep talk right about now."
"972768","131","A Gifted Leader leads from the front lines, getting into the thick of it with their people and encouraging others to be their best."
"972900","53","Greyhound One, I show that you're at the LZ. Finally."
"972954","59","I mean, would it have killed us to do a little more cardio?"
"973014","25","38 GENERIC Danica Coleman"
"973040","62","That last attack... well... look, you need to know about %1$s."
"973103","22","58 GENERIC Andy Diller"
"973126","33","There's somebody here to see you."
"973173","122","On the way back to base, Ms. Martin shoved most of the intel you retrieved from her office out the door of the helicopter."
"973296","24","COMMUNITY: Encouragement"
"973321","48","Umm... I just wanted to say, well... I like you."
"973370","109","Just think of it as payback for that time that you ""volunteered"" us for the running of the bulls in Pamplona."
"973480","33","Change of scenery'll do you good."
"973522","33","SURVIVAL TACTICS: Personal Skills"
"973566","34","We're almost finished, keep it up!"
"973601","11","Boom, baby!"
"973613","16","We're done here."
"973630","40","INSENSITIVE people have their drawbacks."
"973671","14","Away from home"
"973686","20","Just what we needed!"
"973707","42","Are you sure you wish to delete this save?"
"973750","72","You remember those people at the grange? Quentin and Becca and the rest?"
"973823","51","Lily, how much time do I have to take care of this?"
"973882","8","Charlene"
"973891","36","We've got no room for the weak here."
"973928","52","Low Morale causes your community members to act out."
"973981","43","The .500 S&W round, used for shock and awe."
"974025","35","I already told you, I haven't seen-"
"974061","18","Anybody up for it?"
"974080","109","I want you to know the only reason %2$s isn't dead yet is because I respect %3$s. But this isn't over. - %1$s"
"974190","23","%3$s might not make it."
"974214","17","UPGRADED: Surgery"
"974240","37","I'm not sure this is the right place."
"974278","43","%3$s seems to have calmed down a lot. -%1$s"
"974327","15","Trusty Fire Axe"
"974343","14","Tool Knowledge"
"974358","30","Yeah! Kicked your sorry asses!"
"974389","54","Just once I'd like to have a showdown at high noon...."
"974444","12","Mercy Victim"
"974457","247","It looks like somebody was ripped to pieces inside the RV. Probably several somebodies. It smells like the inside of a Bloater. It can't be safe to ride in a mess like that. We're going to have to clean and disinfect the whole thing. (RV FACILITY)"
"974705","32","Yeah, that's definitely a horde."
"974738","21","Zombie Horde Alerted!"
"974760","77","This is where we'll store the bulk of our supplies once we've cleared it out."
"974838","122","She was being ground evac'd on the other side of town ... but the way the highways are jammed up, we think she's stranded."
"974961","54","No sir. We'll get the next one, sir. Black Friday out."
"975016","22","CONTACT: Sharpshooting"
"975039","9","Modafinil"
"975049","125","A common gas generator, salvaged from a civilian shop. It burns through fuel like a mofo, but it keeps the equipment running."
"975175","21","Upgrade to Greenhouse"
"975197","136","I never thought I'd be living in a glorified shack, eating beans out of a can. You country people may be used to that, but I'm sure not."
"975334","21","97 STORY Darryl White"
"975356","130","A lot of people have been noticing that the Army broadcasts have stopped. I'm not sure what it means, but it can't be good. - %1$s"
"975487","46","Small-caliber version of the famous spy's gun."
"975534","49","The hell? Do we have any food left in this place?"
"975584","46","I've always felt like I was specially blessed."
"975631","114","Lived on a diet of nachos, cookies, and anime throughout high school. Has had trouble sleeping since he left home."
"975746","118","We're lucky that HVT has lasted as long as they have. If we don't get there ASAP, we'll be sending them home in a bag."
"975865","9","Skull SUV"
"975875","86","You have 30 minutes remaining in your trial. Press [xi_start] to unlock the full game."
"975962","24","A little help over here?"
"975987","46","I won't lie to you...our fate's in your hands."
"976034","8","Weaponry"
"976043","26","I get the feeling that you"
"976072","36","re a bit more tense than the others."
"976109","69","Best watch that mouth, boy. Can't hide behind momma's skirts no more."
"976179","36","Multiple zeds, clustered and moving."
"976216","97","All this Stamina and I didn't even have to dope! (Special Techniques: Marathon, Combat Endurance)"
"976314","19","That was a mistake."
"976334","11","xi_triggerl"
"976346","69","Will you two shut up and get moving? I'm not getting paid to babysit."
"976416","9","Fuck you!"
"976426","83","Look, we're stretched pretty thin. Any help you could give us would be appreciated."
"976510","17","Waypoint (Search)"
"976528","38","Black Friday to ... who is this again?"
"976567","17","I don't think so."
"976592","16","ATTITUDE: Sullen"
"976609","44","1911 frame, upgraded for precision shooting."
"976654","14","SitRep: Dallas"
"976669","8","Portillo"
"976678","127","I know they'd been sick for a while... I guess one of them succumbed and turned. They were dead before they knew what hit them."
"976806","96","We're here to follow orders, remember? And Hadley may be an idiot, but he's still a human being."
"976903","60","RECRUIT SOLDIER. Escort this soldier home to join your unit."
"976964","14","Created 3 MREs"
"976979","48","TIP: The blue ring shows your mission objective."
"977028","26","That's what your mom said."
"977055","50","Yeah. Just doesn't seem like we can catch a break."
"977106","21","Come on, come on, don"
"977130","25","t be dead. Answer me! Don"
"977158","10","t be dead!"
"977169","60","If you're gonna keep going, you better try some painkillers."
"977242","13","Sleeping Area"
"977256","26","32 MIL Pfc Rennie Arellano"
"977283","49","I've been talking to some of the other survivors."
"977333","75","He really cared, not just about surviving, but about doing the right thing."
"977409","16","Shotgun: Warrior"
"977426","45","FUEL RESOURCE. Great for making petrol bombs."
"977472","91","So she fucked me instead. I don't want to be one of them. I need you to do the right thing."
"977564","18","Alan? Gee, thanks."
"977583","29","Replaces the vehicle's doors."
"977618","49","Very popular ""G"" line of firearms. Polymer frame."
"977668","58","I didn't come out here to talk about my feelings, alright?"
"977727","67","I saw that Lily's brother was in trouble, but couldn't help. - %1$s"
"977795","25","Here you go. As promised."
"977821","152","And secure that perimeter for God's sake! We may have shit the bed on containing this thing from day one, but that's no excuse not to not do this right."
"977974","36","... but they'll be back before long."
"978016","70","You think you got what it takes to go toe to toe with me? Think again!"
"978087","30","Let's just get this over with."
"978118","78","Well, let's get it finished, quick. Last thing I want to see is you get bored."
"978203","22","69 GENERIC Mona Adkins"
"978226","95","Look, the medicine situation here is critical. We need to get more, and we need to get it soon."
"978322","19","%+d Barrels of Fuel"
"978342","20","Let me go find more."
"978363","15","Books Completed"
"978379","15","Not to complain"
"978397","35","but it was kinda nice having a car."
"978433","33","Advice: Upgrade to Munitions Shop"
"978467","24","Research Steel Pipe Bomb"
"978492","14","My sympathies."
"978507","56","Come on, up you go. We need to get you out of your funk."
"978564","68","Hold [sprint] and press [ul_melee_attack] to cut off an enemy's leg."
"978633","134","I mean, zombies were inside. We were all freaked. So, we raided the liquor department afterwards, just to take the edge off, you know?"
"978781","25","They could use your help."
"978807","45","How about you and I go find something to hit?"
"978853","30","Located an area that has FOOD."
"978892","61","Madison Grant? We've got a helicopter inbound to pick you up."
"978954","24","Upgrade complete, ma'am!"
"978979","98","Looks like we're getting more loot from Cleo. Hopefully she got Lily that pony she's been wanting."
"979085","43","Maybe there's another treatment we can try."
"979129","22","125 STORY Pfc. Winters"
"979152","51","I thought you said you had survivors holed up here!"
"979204","36","Holy shit! Look at that big bastard!"
"979241","17","You got that one!"
"979259","13","Overqualified"
"979273","15","I'll wait here."
"979289","72","Automatically repair body and tire damage for vehicles parked overnight."
